fire_id,ignition_lat,ignition_lon,ignition_time,zone,spread_radius_km,duration_hours,acres_burned,temperature,humidity,wind_speed,rainfall,drought_index,impact_score
CAF-2020-2970,37.7693,-118.975,2020-09-15 14:00:00,Central Valley Foothills,0.81,22.4,355.2,38.3,10.7,19.3,0.23,6.05,1.43
CAF-2023-2971,38.3286,-121.2117,2023-06-01 13:00:00,Northern Sierra Nevada,2.78,32.8,4486.8,42.4,17.0,44.9,0.43,7.74,1.03
CAF-2018-2972,36.8142,-119.4486,2018-08-04 18:00:00,Central Valley Foothills,6.23,52.9,17804.1,41.5,22.6,42.2,0.69,5.57,0.0
CAF-2022-2973,39.5893,-122.4073,2022-06-08 13:00:00,Northern Sierra Nevada,3.48,63.6,4386.9,38.6,5.0,25.6,0.2,4.45,2.52
CAF-2019-2974,32.9193,-118.5229,2019-09-20 10:00:00,Southern California,6.07,55.6,11378.9,41.3,16.4,47.2,0.08,7.1,1.27
CAF-2022-2975,36.3298,-119.6711,2022-10-01 15:00:00,Central Valley Foothills,2.97,46.7,3625.4,35.7,17.9,17.8,0.24,6.33,0.17
CAF-2019-2976,32.5,-116.9169,2019-09-10 09:00:00,Inland Empire,0.96,7.3,227.4,45.7,11.2,32.6,0.19,8.69,2.06
CAF-2019-2977,39.3416,-122.3879,2019-06-25 17:00:00,Northern Sierra Nevada,0.78,30.0,312.3,42.9,5.0,40.3,0.3,7.51,3.17
CAF-2020-2978,33.441,-116.7709,2020-09-06 06:00:00,Inland Empire,4.17,27.8,7555.1,38.6,5.0,52.4,0.85,8.98,3.88
CAF-2022-2979,38.2215,-119.613,2022-04-27 07:00:00,Central Valley Foothills,1.22,10.1,896.4,16.4,47.2,17.4,0.28,2.19,0.0
CAF-2020-2980,33.2425,-117.0483,2020-09-25 10:00:00,San Diego County,3.86,57.2,4997.3,38.1,18.0,34.3,0.17,6.28,0.44
CAF-2022-2981,34.9398,-118.4498,2022-06-26 17:00:00,Santa Barbara Ventura,3.44,51.2,4731.1,38.8,20.8,35.4,1.02,6.13,0.0
CAF-2019-2982,37.9124,-121.4139,2019-10-12 14:00:00,Bay Area Hills,0.49,1.1,37.9,41.2,7.3,38.4,0.13,7.99,2.77
CAF-2019-2983,35.1422,-119.4894,2019-10-19 14:00:00,Santa Barbara Ventura,2.96,42.5,3045.4,42.1,14.2,27.0,0.13,5.56,0.88
CAF-2021-2984,41.875,-124.2978,2021-09-17 19:00:00,Shasta Cascade,2.5,18.1,1786.9,31.8,8.4,34.1,0.87,5.82,2.17
CAF-2022-2985,38.3875,-120.8714,2022-09-25 06:00:00,Northern Sierra Nevada,1.14,18.0,332.9,37.0,17.1,20.0,0.1,6.85,0.33
CAF-2019-2986,33.7371,-116.2479,2019-06-03 19:00:00,Southern California,4.47,37.4,3445.2,36.3,6.2,38.4,0.01,7.7,3.18
CAF-2019-2987,34.1651,-116.5512,2019-09-16 19:00:00,Southern California,3.1,15.7,2194.0,43.5,6.0,44.5,0.8,5.93,2.88
CAF-2021-2988,32.5963,-116.426,2021-04-15 09:00:00,Southern California,5.53,42.1,11997.3,17.6,53.7,15.2,5.06,1.82,0.0
CAF-2019-2989,40.7057,-121.8621,2019-08-17 19:00:00,Shasta Cascade,0.75,12.0,248.1,40.1,16.7,31.8,0.04,7.19,0.64
CAF-2021-2990,37.7628,-122.3246,2021-07-26 07:00:00,Bay Area Hills,1.82,1.0,1388.1,37.8,19.1,24.7,0.35,8.43,0.37
CAF-2018-2991,35.6074,-116.9004,2018-06-04 10:00:00,Southern California,1.75,38.1,1026.2,31.6,5.0,26.9,1.65,6.53,2.84
CAF-2019-2992,34.329,-119.4036,2019-11-06 18:00:00,Southern California,1.76,27.6,794.7,24.7,41.6,19.7,5.08,2.13,0.0
CAF-2021-2993,34.8129,-117.4265,2021-12-22 17:00:00,Southern California,0.94,28.5,396.3,22.2,53.9,19.2,2.42,1.19,0.0
CAF-2021-2994,33.4167,-116.159,2021-10-04 11:00:00,Inland Empire,6.08,62.9,9093.7,44.7,5.0,53.4,0.01,7.13,3.65
CAF-2023-2995,41.2934,-120.0304,2023-05-02 09:00:00,Northern Sierra Nevada,0.94,21.3,250.2,22.9,58.5,4.7,6.1,5.17,0.0
CAF-2023-2996,33.8281,-117.9449,2023-12-26 10:00:00,Southern California,0.4,2.3,43.0,22.6,58.2,27.0,4.57,4.7,0.0
CAF-2023-2997,34.5059,-115.2529,2023-10-18 14:00:00,Southern California,2.73,40.6,1930.7,39.0,20.0,25.4,0.3,8.34,0.24
CAF-2019-2998,34.3954,-119.4195,2019-05-18 19:00:00,Santa Barbara Ventura,1.06,15.9,404.1,13.8,54.3,12.0,1.42,0.0,0.0
CAF-2021-2999,39.3145,-121.8501,2021-06-12 19:00:00,Shasta Cascade,2.67,44.8,3168.6,36.5,17.4,30.9,0.22,6.71,0.51
CAF-2023-3000,32.8589,-116.9015,2023-04-22 12:00:00,Southern California,0.51,19.2,45.5,24.5,53.0,42.5,8.31,1.62,0.0
CAF-2019-3001,34.8422,-118.9598,2019-09-14 07:00:00,Santa Barbara Ventura,0.53,2.4,53.7,37.0,5.0,35.4,0.11,8.09,3.2
CAF-2018-3002,35.0988,-116.8432,2018-12-03 08:00:00,Southern California,3.91,38.0,7282.8,15.5,52.5,11.5,1.38,3.4,0.0
CAF-2023-3003,41.3206,-121.6206,2023-08-26 18:00:00,Shasta Cascade,6.19,45.8,19367.6,27.5,8.3,57.2,0.14,7.71,3.17
CAF-2021-3004,37.156,-121.7557,2021-09-10 13:00:00,Central Valley Foothills,1.99,3.2,685.7,49.8,5.0,26.9,0.31,5.73,2.69
CAF-2021-3005,37.316,-121.5867,2021-11-07 12:00:00,Central Valley Foothills,0.1,25.2,3.3,24.0,55.6,18.5,0.34,0.73,0.0
CAF-2021-3006,38.7324,-121.5211,2021-05-24 14:00:00,Northern Sierra Nevada,0.56,5.9,69.1,14.3,40.5,17.3,0.62,0.49,0.0
CAF-2020-3007,33.3252,-116.7131,2020-07-11 19:00:00,Southern California,4.42,29.9,6630.7,36.3,27.1,42.2,0.6,7.95,0.0
CAF-2018-3008,32.694,-119.7645,2018-06-24 12:00:00,Southern California,5.54,19.3,13701.5,39.3,6.1,49.8,0.23,7.85,3.49
CAF-2023-3009,34.5422,-119.3563,2023-09-27 16:00:00,Santa Barbara Ventura,3.4,54.2,5122.3,31.7,17.0,33.4,0.13,9.19,1.18
CAF-2023-3010,32.5,-119.1317,2023-10-11 16:00:00,Southern California,2.41,44.7,1499.9,41.8,8.6,40.3,0.66,5.7,2.19
CAF-2021-3011,33.2816,-116.3244,2021-08-11 12:00:00,San Diego County,0.24,12.8,11.8,42.2,20.5,30.1,0.04,8.24,0.03
CAF-2020-3012,34.3318,-118.9068,2020-11-16 17:00:00,Southern California,1.8,10.2,1013.1,18.7,62.0,2.1,0.46,3.23,0.0
CAF-2018-3013,38.9648,-119.555,2018-03-08 18:00:00,Northern Sierra Nevada,0.85,23.9,425.7,22.0,57.2,11.5,0.88,4.95,0.0
CAF-2023-3014,38.0491,-121.3424,2023-12-22 07:00:00,Bay Area Hills,0.78,19.2,218.6,23.8,44.5,0.3,3.54,2.11,0.0
CAF-2020-3015,35.4224,-120.9296,2020-08-18 13:00:00,Santa Barbara Ventura,4.13,57.6,9749.9,47.2,7.8,53.4,0.24,5.86,2.7
CAF-2023-3016,33.6421,-115.9144,2023-05-27 18:00:00,Inland Empire,0.91,4.5,177.7,26.1,47.5,24.1,0.63,1.93,0.0
CAF-2021-3017,37.142,-118.6564,2021-08-09 16:00:00,Central Valley Foothills,6.98,60.5,23271.7,34.2,12.0,44.4,0.08,8.18,2.38
CAF-2018-3018,33.7031,-117.1481,2018-05-02 09:00:00,San Diego County,2.08,16.0,1555.1,19.3,62.5,20.5,1.4,4.8,0.0
CAF-2019-3019,33.6221,-116.4657,2019-09-03 06:00:00,San Diego County,0.53,19.6,163.2,33.4,23.1,26.4,0.33,8.6,0.0
CAF-2023-3020,33.9737,-119.3369,2023-07-04 08:00:00,Santa Barbara Ventura,0.1,41.3,2.8,50.0,12.7,46.6,0.11,3.85,0.96
CAF-2021-3021,34.0686,-119.6016,2021-10-04 15:00:00,Southern California,4.09,50.3,6372.7,36.1,5.4,59.8,0.13,7.88,3.7
CAF-2018-3022,38.1578,-120.1502,2018-09-18 06:00:00,Northern Sierra Nevada,0.87,15.1,352.1,31.6,8.2,18.9,0.87,7.45,2.21
CAF-2023-3023,37.242,-118.4367,2023-04-02 11:00:00,Central Valley Foothills,2.84,28.7,2779.2,33.9,33.4,34.6,1.3,2.82,0.0
CAF-2022-3024,40.5806,-118.2588,2022-09-25 13:00:00,Northern Sierra Nevada,0.35,11.7,29.0,33.4,8.9,19.1,0.12,7.45,2.03
CAF-2018-3025,37.7228,-120.408,2018-07-16 11:00:00,Central Valley Foothills,3.35,58.2,5373.7,38.9,15.0,39.3,0.02,6.5,1.13
CAF-2018-3026,34.7078,-116.9701,2018-08-24 12:00:00,Southern California,0.1,17.0,1.9,42.1,19.6,46.9,0.14,7.07,0.23
CAF-2023-3027,33.9061,-117.2832,2023-07-05 08:00:00,Inland Empire,1.51,16.8,953.4,42.9,9.7,35.8,0.6,1.96,1.1
CAF-2019-3028,39.7258,-120.8629,2019-04-10 06:00:00,Shasta Cascade,1.98,7.7,1176.2,29.7,44.3,23.0,2.07,3.66,0.0
CAF-2019-3029,34.1055,-115.9733,2019-12-10 16:00:00,Inland Empire,1.51,1.0,515.3,25.5,56.3,16.0,6.51,1.15,0.0
CAF-2020-3030,41.6195,-119.8394,2020-08-27 14:00:00,Northern Sierra Nevada,4.13,21.7,6226.8,39.5,31.0,22.6,0.05,9.39,0.0
CAF-2018-3031,36.8526,-120.0602,2018-10-25 06:00:00,Central Valley Foothills,4.2,27.6,3591.1,42.0,10.1,32.6,0.11,8.93,2.55
CAF-2022-3032,36.7352,-119.4207,2022-08-10 08:00:00,Central Valley Foothills,2.15,16.3,2670.7,39.8,6.7,46.0,0.21,7.67,3.05
CAF-2018-3033,36.8588,-120.9098,2018-10-13 16:00:00,Central Valley Foothills,5.33,65.5,6550.6,38.8,16.9,40.4,0.06,9.13,1.42
CAF-2021-3034,34.6768,-117.6515,2021-10-13 14:00:00,Southern California,2.26,5.0,2504.9,47.4,12.9,34.9,0.22,7.74,1.66
CAF-2023-3035,37.1432,-121.8554,2023-09-08 15:00:00,Bay Area Hills,5.21,55.4,14321.1,43.3,29.1,51.9,0.38,8.69,0.0
CAF-2022-3036,33.4185,-118.635,2022-07-02 10:00:00,Southern California,0.58,1.6,104.1,31.5,15.4,36.8,0.06,6.56,0.83
CAF-2019-3037,41.2458,-124.5,2019-11-02 07:00:00,Shasta Cascade,1.45,1.0,741.6,19.0,46.9,1.8,2.15,5.23,0.0
CAF-2023-3038,40.8265,-119.6938,2023-07-19 16:00:00,Northern Sierra Nevada,3.12,29.2,5875.8,32.7,13.2,39.1,0.08,3.9,0.94
CAF-2018-3039,33.2112,-116.546,2018-04-17 19:00:00,San Diego County,2.07,38.6,1505.2,17.0,48.9,10.6,0.09,3.25,0.0
CAF-2021-3040,40.4821,-121.7798,2021-08-24 17:00:00,Shasta Cascade,1.02,23.6,346.5,34.6,12.9,55.6,0.07,5.09,1.36
CAF-2021-3041,37.8723,-120.9811,2021-09-21 08:00:00,Northern Sierra Nevada,1.94,31.5,2265.5,44.1,22.2,44.0,0.44,7.1,0.0
CAF-2021-3042,33.1542,-115.0444,2021-10-10 16:00:00,Southern California,8.23,73.1,10694.7,37.3,18.9,46.8,0.29,9.1,1.31
CAF-2023-3043,39.2305,-124.1432,2023-09-27 08:00:00,Northern Sierra Nevada,2.57,8.2,1504.7,32.9,15.5,25.0,0.46,6.1,0.67
CAF-2018-3044,38.8284,-119.8573,2018-07-20 14:00:00,Shasta Cascade,3.24,10.1,4575.7,37.5,21.5,18.4,0.5,2.47,0.0
CAF-2023-3045,32.5423,-116.9268,2023-06-19 06:00:00,Southern California,5.34,60.4,16493.6,41.6,8.1,22.4,1.88,6.61,2.4
CAF-2019-3046,38.9066,-122.6952,2019-05-12 15:00:00,Bay Area Hills,0.58,1.0,110.8,22.4,43.5,10.8,20.11,3.88,0.0
CAF-2020-3047,33.3408,-115.6566,2020-04-13 17:00:00,Inland Empire,1.17,19.1,501.6,11.0,45.1,13.6,11.24,3.69,0.0
CAF-2019-3048,34.2559,-116.4099,2019-04-08 13:00:00,Southern California,2.3,43.5,1957.0,20.8,52.3,28.4,1.09,4.47,0.0
CAF-2018-3049,33.0784,-116.9349,2018-05-21 18:00:00,Inland Empire,2.91,31.5,1759.0,16.3,48.0,10.5,0.54,4.32,0.0
CAF-2020-3050,41.029,-123.1913,2020-07-12 12:00:00,Shasta Cascade,1.94,36.1,778.0,31.2,19.2,9.7,0.31,7.37,0.0
CAF-2018-3051,32.5,-117.3713,2018-09-05 10:00:00,San Diego County,0.89,2.8,129.9,35.5,9.2,29.9,0.19,5.72,1.82
CAF-2021-3052,33.4949,-115.9172,2021-05-23 18:00:00,Southern California,2.43,27.3,1704.0,19.3,49.4,10.1,14.77,3.15,0.0
CAF-2018-3053,33.7327,-116.1512,2018-05-21 16:00:00,Inland Empire,2.23,2.9,1587.2,12.0,44.8,21.2,1.16,2.87,0.0
CAF-2018-3054,35.7686,-117.4813,2018-02-26 13:00:00,Southern California,0.1,6.0,2.7,18.8,58.4,25.0,2.05,2.88,0.0
CAF-2019-3055,37.8008,-119.7473,2019-07-04 09:00:00,Northern Sierra Nevada,1.32,8.7,1031.0,40.6,18.4,40.2,0.02,9.01,0.83
CAF-2019-3056,40.5849,-122.7064,2019-10-18 15:00:00,Shasta Cascade,2.06,13.6,2064.5,31.4,8.2,38.5,0.09,8.48,2.8
CAF-2018-3057,40.0715,-120.5302,2018-07-21 09:00:00,Shasta Cascade,3.66,11.4,5202.8,42.4,16.4,35.4,0.06,7.17,0.94
CAF-2018-3058,37.6021,-122.3866,2018-12-14 18:00:00,Northern Sierra Nevada,1.47,25.5,1013.7,20.5,51.0,11.9,6.23,4.29,0.0
CAF-2019-3059,34.5327,-117.1566,2019-10-09 17:00:00,San Diego County,8.02,81.5,18632.5,38.9,18.4,45.9,0.98,8.87,1.34
CAF-2020-3060,33.4345,-115.8211,2020-01-20 12:00:00,San Diego County,5.39,49.0,7558.4,17.4,59.2,7.0,1.47,6.51,0.0
CAF-2019-3061,35.1627,-117.0757,2019-08-03 19:00:00,Southern California,1.12,27.9,485.8,39.1,20.0,32.3,1.7,6.99,0.0
CAF-2019-3062,34.4637,-114.8721,2019-10-06 18:00:00,Southern California,0.24,14.7,19.1,41.0,13.8,35.1,0.08,6.94,1.19
CAF-2023-3063,37.3138,-118.8876,2023-08-20 14:00:00,Northern Sierra Nevada,1.79,1.0,970.8,40.0,11.2,29.3,0.08,6.84,1.7
CAF-2021-3064,37.9323,-122.4463,2021-08-14 13:00:00,Northern Sierra Nevada,2.62,16.9,2219.8,42.3,9.7,40.8,0.49,7.28,2.31
CAF-2019-3065,40.6862,-122.0849,2019-09-10 16:00:00,Shasta Cascade,0.65,3.7,68.2,44.2,16.6,31.5,0.3,4.23,0.06
CAF-2022-3066,42.0,-120.9234,2022-07-19 12:00:00,Shasta Cascade,3.78,19.8,3007.4,30.4,5.0,40.4,0.39,4.62,2.8
CAF-2020-3067,40.0508,-123.6632,2020-11-17 11:00:00,Shasta Cascade,0.85,1.0,352.4,8.3,47.8,17.8,1.29,3.04,0.0
CAF-2021-3068,32.5691,-115.9162,2021-05-04 13:00:00,San Diego County,1.93,8.9,839.5,13.8,56.3,29.1,1.04,2.75,0.0
CAF-2023-3069,34.4928,-117.8105,2023-07-01 11:00:00,Inland Empire,5.76,41.6,11712.0,36.2,21.4,31.5,0.0,8.52,0.3
CAF-2023-3070,35.0463,-118.5145,2023-09-20 09:00:00,Southern California,0.34,12.3,69.1,43.6,8.2,27.3,0.11,8.11,2.42
CAF-2019-3071,35.4245,-118.8603,2019-11-05 16:00:00,Santa Barbara Ventura,2.67,31.3,2500.2,15.8,53.4,18.7,0.24,3.09,0.0
CAF-2019-3072,32.5,-119.0737,2019-09-04 12:00:00,Southern California,5.0,39.9,11113.8,31.8,5.0,30.5,0.01,10.0,3.8
CAF-2018-3073,34.0647,-117.9432,2018-09-27 12:00:00,San Diego County,3.5,28.8,6659.6,37.1,5.0,45.0,0.04,8.18,3.56
CAF-2023-3074,36.6639,-119.1488,2023-07-14 12:00:00,Central Valley Foothills,3.16,20.5,3203.3,44.0,7.3,24.6,0.02,7.28,2.59
CAF-2022-3075,34.3433,-117.8348,2022-07-26 17:00:00,Southern California,3.86,50.4,3598.4,43.0,23.0,29.5,0.11,9.57,0.02
CAF-2020-3076,37.4546,-120.753,2020-11-04 13:00:00,Bay Area Hills,3.63,23.8,6446.7,17.5,33.4,21.6,2.32,2.47,0.0
CAF-2020-3077,39.6766,-119.9977,2020-07-09 18:00:00,Northern Sierra Nevada,1.0,21.1,548.6,33.5,37.9,38.9,0.25,6.71,0.0
CAF-2022-3078,38.1254,-121.2225,2022-05-24 08:00:00,Northern Sierra Nevada,3.67,29.9,6124.5,28.8,51.9,14.3,9.72,4.4,0.0
CAF-2023-3079,40.8548,-122.5955,2023-08-24 10:00:00,Shasta Cascade,4.84,50.4,3786.3,36.7,13.2,33.8,0.08,8.45,1.89
CAF-2020-3080,32.5,-119.9822,2020-03-20 06:00:00,Southern California,0.15,36.3,4.0,22.4,40.3,19.7,6.8,3.4,0.0
CAF-2021-3081,33.5143,-116.3963,2021-06-07 13:00:00,Inland Empire,2.71,2.7,4482.5,36.0,5.0,31.5,0.49,7.59,3.18
CAF-2021-3082,42.0,-120.7198,2021-07-12 06:00:00,Shasta Cascade,2.45,24.7,2953.5,38.8,7.2,21.9,0.42,7.75,2.62
CAF-2021-3083,32.6509,-118.1126,2021-03-10 06:00:00,Southern California,2.22,23.8,1201.8,12.1,46.3,39.3,6.79,1.79,0.0
CAF-2022-3084,41.4288,-121.0845,2022-01-07 10:00:00,Shasta Cascade,0.28,10.8,37.6,23.4,47.1,0.5,8.22,0.71,0.0
CAF-2022-3085,40.3833,-119.6831,2022-07-26 15:00:00,Shasta Cascade,0.68,18.7,123.7,39.4,14.6,26.1,0.23,6.98,0.92
CAF-2023-3086,38.8607,-118.874,2023-04-09 13:00:00,Northern Sierra Nevada,1.6,7.8,937.2,17.3,56.9,8.9,5.56,4.43,0.0
CAF-2019-3087,33.0671,-117.0934,2019-10-02 18:00:00,San Diego County,5.25,53.3,11589.4,37.2,23.5,37.2,0.55,7.87,0.0
CAF-2023-3088,41.8538,-123.0863,2023-04-04 18:00:00,Shasta Cascade,2.75,7.2,2757.4,22.9,64.1,21.1,5.12,3.53,0.0
CAF-2023-3089,34.1452,-117.4084,2023-10-27 18:00:00,San Diego County,0.13,1.0,4.0,32.6,19.7,4.6,0.17,6.14,0.0
CAF-2018-3090,39.4529,-120.0564,2018-07-06 08:00:00,Central Valley Foothills,4.72,58.4,12398.4,40.6,13.1,33.5,0.27,8.46,1.9
CAF-2021-3091,32.748,-116.3232,2021-08-26 07:00:00,San Diego County,3.16,57.8,5543.0,50.0,5.0,38.8,0.39,5.91,2.99
CAF-2020-3092,33.9906,-119.1452,2020-02-26 11:00:00,Santa Barbara Ventura,3.77,33.6,5081.8,25.9,61.9,23.2,2.1,6.44,0.0
CAF-2021-3093,33.5551,-116.0333,2021-07-02 17:00:00,San Diego County,0.1,12.3,2.5,50.0,23.4,14.8,0.17,6.61,0.0
CAF-2018-3094,39.9127,-122.3805,2018-08-08 06:00:00,Northern Sierra Nevada,3.24,31.2,2077.5,35.1,19.3,41.4,1.31,7.05,0.41
CAF-2023-3095,37.9413,-118.1716,2023-07-13 07:00:00,Central Valley Foothills,6.64,31.2,12383.2,40.8,17.1,35.1,0.17,5.36,0.63
CAF-2022-3096,40.5348,-121.6852,2022-07-09 15:00:00,Northern Sierra Nevada,3.21,34.0,6184.9,37.4,15.6,55.6,0.4,10.0,1.96
CAF-2018-3097,39.744,-120.9245,2018-05-27 17:00:00,Northern Sierra Nevada,1.89,9.6,2170.6,17.3,55.1,29.7,5.82,4.85,0.0
CAF-2020-3098,35.2234,-115.0519,2020-11-06 09:00:00,Inland Empire,0.25,6.6,15.9,21.3,49.9,1.4,3.68,4.51,0.0
CAF-2018-3099,38.4816,-118.8263,2018-12-18 08:00:00,Northern Sierra Nevada,1.89,27.6,1468.9,28.1,47.3,0.7,24.73,3.25,0.0
CAF-2023-3100,34.5386,-116.9977,2023-10-04 07:00:00,Southern California,5.95,51.6,11074.5,36.4,20.1,35.1,0.19,8.41,0.59
CAF-2021-3101,33.7257,-117.3449,2021-10-16 18:00:00,Inland Empire,1.16,9.8,747.8,33.5,15.2,21.6,0.26,9.66,1.31
CAF-2021-3102,33.6944,-119.163,2021-09-01 12:00:00,Santa Barbara Ventura,2.18,20.2,1703.3,40.2,17.6,33.6,0.02,7.2,0.58
CAF-2023-3103,38.9248,-119.8933,2023-05-26 11:00:00,Northern Sierra Nevada,0.7,13.5,214.3,20.9,57.6,14.0,1.45,2.19,0.0
CAF-2022-3104,40.6541,-118.6851,2022-03-23 11:00:00,Northern Sierra Nevada,3.75,30.5,4842.5,17.3,44.7,22.2,4.19,1.68,0.0
CAF-2022-3105,34.6334,-117.9346,2022-10-21 10:00:00,Southern California,3.51,31.8,7471.7,44.4,13.9,44.0,0.05,7.84,1.71
CAF-2020-3106,33.23,-118.9952,2020-10-13 17:00:00,Southern California,3.41,39.0,2302.8,31.0,13.4,47.9,0.4,8.16,1.92
CAF-2021-3107,37.0784,-119.2276,2021-11-02 06:00:00,Central Valley Foothills,0.43,18.4,64.6,25.4,47.7,14.2,9.04,3.9,0.0
CAF-2023-3108,32.5983,-116.7068,2023-08-10 07:00:00,Inland Empire,3.13,41.7,5247.5,35.0,7.1,30.9,0.23,7.89,2.84
CAF-2021-3109,37.5337,-120.2036,2021-08-22 19:00:00,Northern Sierra Nevada,3.75,27.6,7589.3,37.1,19.9,39.7,0.41,6.51,0.18
CAF-2022-3110,37.9404,-119.9891,2022-07-10 07:00:00,Central Valley Foothills,2.57,43.1,1196.6,35.9,22.8,36.3,0.68,5.08,0.0
CAF-2022-3111,37.0356,-117.3621,2022-03-18 13:00:00,Southern California,1.07,2.8,522.9,18.6,51.5,2.6,2.76,4.23,0.0
CAF-2021-3112,34.8901,-119.3624,2021-05-02 10:00:00,Santa Barbara Ventura,1.12,12.6,728.1,23.7,53.1,2.2,3.31,0.31,0.0
CAF-2020-3113,42.0,-123.2676,2020-12-04 07:00:00,Shasta Cascade,1.82,11.0,1508.7,20.8,41.7,19.3,3.8,3.61,0.0
CAF-2021-3114,33.5764,-120.3799,2021-06-21 08:00:00,Santa Barbara Ventura,3.26,9.9,4367.4,29.1,24.0,42.6,0.26,6.12,0.0
CAF-2018-3115,42.0,-120.7453,2018-09-14 16:00:00,Northern Sierra Nevada,2.93,4.8,1709.4,36.3,9.0,37.5,0.55,6.11,2.2
CAF-2019-3116,35.6526,-118.6753,2019-11-23 07:00:00,Santa Barbara Ventura,1.84,8.2,1276.3,18.0,49.0,10.5,1.07,2.62,0.0
CAF-2019-3117,39.3646,-123.0467,2019-09-16 16:00:00,Shasta Cascade,0.89,29.5,197.8,45.9,20.9,17.1,0.3,6.65,0.0
CAF-2019-3118,32.5,-116.8321,2019-09-18 06:00:00,San Diego County,4.87,27.6,7742.9,34.7,24.8,37.9,0.69,8.51,0.0
CAF-2019-3119,38.4448,-121.0241,2019-09-02 12:00:00,Shasta Cascade,8.89,98.7,41923.0,33.9,17.9,47.7,0.33,10.0,1.74
CAF-2023-3120,34.0484,-118.9232,2023-09-10 10:00:00,Southern California,3.2,35.6,2569.4,40.2,10.4,13.0,0.21,7.65,1.86
CAF-2020-3121,38.8127,-122.323,2020-06-18 09:00:00,Northern Sierra Nevada,1.93,11.5,941.8,41.2,5.0,46.8,0.4,5.86,3.02
CAF-2018-3122,33.9701,-120.0119,2018-07-12 07:00:00,Santa Barbara Ventura,0.5,14.2,102.6,35.1,15.5,29.1,1.07,6.49,0.69
CAF-2018-3123,32.5,-115.9592,2018-09-25 19:00:00,San Diego County,6.09,56.0,9858.0,44.6,6.6,28.9,0.45,5.31,2.59
CAF-2020-3124,35.3035,-115.7921,2020-07-19 15:00:00,Inland Empire,1.58,5.4,462.1,50.0,23.8,41.3,0.15,10.0,0.0
CAF-2018-3125,38.0854,-121.8523,2018-08-11 14:00:00,Northern Sierra Nevada,2.42,57.6,1476.8,28.8,7.4,29.6,0.02,7.08,2.55
CAF-2018-3126,33.3661,-119.1769,2018-08-27 06:00:00,Southern California,5.0,37.6,6230.9,41.9,22.3,58.0,0.15,7.67,0.31
CAF-2022-3127,38.6507,-120.5563,2022-08-10 06:00:00,Northern Sierra Nevada,3.22,10.3,6328.8,45.9,18.1,31.7,0.1,7.9,0.65
CAF-2018-3128,32.5,-117.753,2018-04-08 12:00:00,Inland Empire,0.66,7.1,73.1,19.2,50.4,25.6,0.77,1.55,0.0
CAF-2020-3129,33.4076,-117.8305,2020-11-14 14:00:00,San Diego County,0.95,30.7,211.2,20.8,48.2,3.0,7.08,4.22,0.0
CAF-2019-3130,33.2763,-116.4856,2019-11-14 11:00:00,Southern California,2.05,1.5,1459.5,13.7,49.2,20.8,0.51,3.81,0.0
CAF-2022-3131,39.3556,-121.7826,2022-11-26 19:00:00,Shasta Cascade,0.22,35.0,16.7,18.6,43.4,11.0,2.28,2.33,0.0
CAF-2023-3132,41.1295,-122.4127,2023-01-22 19:00:00,Shasta Cascade,3.44,31.9,5368.4,24.1,50.9,31.3,2.94,3.38,0.0
CAF-2020-3133,34.1044,-117.0248,2020-09-10 10:00:00,San Diego County,2.19,34.5,1640.2,45.3,14.2,32.7,0.12,7.55,1.32
CAF-2023-3134,41.1351,-121.3443,2023-09-18 06:00:00,Shasta Cascade,3.18,9.1,5581.3,38.2,17.2,39.5,0.15,10.0,1.37
CAF-2023-3135,34.2058,-117.5294,2023-07-06 19:00:00,Southern California,2.71,35.0,1841.2,34.1,15.2,47.9,0.05,6.93,1.26
CAF-2023-3136,37.8321,-123.1018,2023-10-11 12:00:00,Shasta Cascade,6.32,54.4,13431.7,37.8,10.2,41.5,0.26,4.61,1.94
CAF-2019-3137,37.0669,-122.1817,2019-07-12 06:00:00,Bay Area Hills,2.1,29.0,2524.2,29.5,17.1,26.6,0.36,6.89,0.52
CAF-2018-3138,33.497,-118.3589,2018-09-24 06:00:00,Inland Empire,1.37,31.2,480.0,39.4,6.8,2.0,0.17,5.89,1.93
CAF-2022-3139,39.6491,-121.5501,2022-07-10 12:00:00,Shasta Cascade,2.5,52.1,2576.2,33.4,7.8,46.7,0.15,9.58,3.24
CAF-2020-3140,34.1959,-117.016,2020-05-13 16:00:00,Southern California,1.88,25.8,707.3,18.0,57.9,11.9,0.5,3.09,0.0
CAF-2019-3141,34.4267,-114.989,2019-07-11 13:00:00,San Diego County,1.44,23.6,740.7,32.0,11.4,23.1,0.42,7.58,1.68
CAF-2023-3142,34.5837,-117.8402,2023-07-06 06:00:00,Santa Barbara Ventura,1.36,9.8,487.2,41.8,22.7,7.1,0.21,8.3,0.0
CAF-2022-3143,35.9916,-121.0265,2022-10-11 11:00:00,Northern Sierra Nevada,3.61,26.8,5155.0,36.0,19.7,40.7,0.07,6.48,0.21
CAF-2021-3144,35.0833,-117.879,2021-12-10 14:00:00,Santa Barbara Ventura,0.56,3.7,150.7,22.9,57.9,15.9,1.07,3.48,0.0
CAF-2022-3145,41.0923,-120.5979,2022-07-09 13:00:00,Northern Sierra Nevada,7.12,75.0,12209.9,37.4,17.7,38.2,0.44,6.8,0.88
